# CARAS,CIUDAD,MUNICIPIO,CLAVE,VISTA,DIRECCION,TIPO,BASE,ALTURA,LONGITUD ,LATITUD,TARIFA PUBLICO, IMPRESION, INSTALACION, PROVEEDOR, TELÉFONO PROVEEDOR ,
,Guanajuato,IRAPUATO,GTO-01-21A,,"AV. MARIANO J. GARCIA, SIN NOMBRE, ZONA CIBELES IRAPUATO, GTO",Espectacular ,12,8,"-101.3770556,790",20.6778889,"$17,000",,"$2,976",ACT,,
,Guanajuato,IRAPUATO,GTO-01-23B,,"AV. GUERRERO 2590, CAMINO REAL, 36620 IRAPUATO, GTO.",Cartelera de azotea,15,8,-101.3583478,20.6923551,"$17,000",,"$3,720",ACT,,
,Guanajuato,IRAPUATO,GTO-01-25B,,"BLVRD ARANDAS 1964, SIN NOMBRE, 36600 VILLAS DE IRAPUATO, GTO.",Espectacular ,12,8,-101.62008,21.089502,"$17,000",,"$2,976",ACT,,
,Guanajuato,IRAPUATO,GTO-01-28B,,"ORQUÍDEA, 36560 IRAPUATO, GTO.",Espectacular ,12,6. 70,-101.3789499,20.682362,"$17,000",,"$2,492",ACT,,
,Guanajuato,IRAPUATO,GTO-01-29A,,"CUARTO CINTURÓN VIAL S/N-4TO, 36823 IRAPUATO, GTO.",Espectacular ,12,8,-101.3532275,20.7192474,"$17,000",,"$2,976",ACT,,
,Guanajuato,IRAPUATO,GTO-01-29B,,"CUARTO CINTURÓN VIAL S/N-4TO, 36823 IRAPUATO, GTO.",Espectacular ,12,8,-101.3532275,20.7192474,"$17,000",,"$2,976",ACT,,
,Guanajuato,IRAPUATO,GTO-01-32B,,"IRAPUATO - SILAO 3010, MISIÓN PRIVADAS RESIDENCIALES, 36824 LO DE JUÁREZ, GTO.",Espectacular ,12,8,-101.3789499,20.682362,"$17,000",,"$2,976",ACT,,
,Guanajuato,IRAPUATO,GTO-01-35B,,"IRAPUATO - SILAO 3010, MISIÓN PRIVADAS RESIDENCIALES, 36824 LO DE JUÁREZ, GTO.",Espectacular ,12,8,"-101.3428349,17",20.743045,"$17,000",,"$2,976",ACT,,
,Guanajuato,JALPA DE CANOVAS,JAL-001-1,,CARR. MANUEL DOBLADO - PURISIMA DEL RINCÓN ,Cartelera de piso ,7,5,N/A,,"$15,000",,"$2,000",ACT,,
,Guanajuato,SALAMANCA,GTO-01-13A,,"CARR.SALAMANCA-IRAPUATO KM 5, SAN ANTONIO DE CHICO GUANAJUATO 36827, IRAPUATO GTO",Espectacular ,12,8,"-101.2754722,790",20.6327778,"$17,000",,"$2,976",ACT,,
,Guanajuato,SAN FRANCISCO DEL RINCON,SFC-001-2,,"SAN FRANCISCO DEL RINCON, EJIDO BARRIO DE GUADALUPE",Espectacular ,12. 90,7. 20,"-101.8198842,788",21.0366665,"$17,000",,"$2,879",ACT,,
,Guanajuato,SAN FRANCISCO DEL RINCON,SFR-001-1,,CARR. LEON-SAN FRANCISCO EJIDO BARRIO DE GUADALUPE,Espectacular ,12. 90,7. 20,"-101.8198842,788",21.0366665,"$17,000",,"$2,879",ACT,,
,Guanajuato,SAN JOSE ITURBIDE,SJI-001-1,,"CARR. FED 57 TRAMO SAN LUIS POTOSI-QUERETARO KM 40, EJIDO SAN DIEGO",Espectacular ,12,8,"-100.4085376,394",20.9156728,"$17,000",,"$2,976",ACT,,
,Guanajuato,SAN JOSE ITURBIDE,SJI-001-2,,"CARR. FED 57 TRAMO SAN LUIS POTOSI-QUERETARO KM 40, EJIDO SAN DIEGO",Espectacular ,12,8,"-100.4085376,394",20.9156728,"$17,000",,"$2,976",ACT,,
,Guanajuato,SAN LUIS DE LA PAZ,SLP-001-2,,"CARR. FED 57 TRAMO SAN LUIS POTOSI-QUERETARO KM 87+750, PREDIO LA LUZ",Espectacular ,12,8,"-100.5946389,787",21.2948333,"$17,000",,"$2,976",ACT,,
,Guanajuato,SAN LUIS DE LA PAZ,SLP-001-1,,"CARR. FED 57 TRAMO SAN LUIS POTOSI-QUERETARO KM 87+750, PREDIO LA LUZ",Espectacular ,12,8,"-100.5946389,787",21.2948333,"$17,000",,"$2,976",ACT,,
,Guanajuato,SILAO,SIL-002-2,,CARR. FEDERAL NO. 45 TRAMO LEON-SILAO KM 153+500 PREDIO SAN ANTONIO TEXAS,Espectacular ,12,8,"-101.4577425,394",20.9665136,"$17,000",,"$2,976",ACT,,
,Guanajuato,SILAO,SIL-003-1,,CARR. FEDERAL NO. 45 SILAO-IRAPUATO FRENTE A TEQUILERA CORRALEJO,Espectacular ,12,8,"-101.3668935,789",20.8994714,"$17,000",,"$2,976",ACT,,
,Guanajuato,SILAO,SIL-001-1,,CARR. FEDERAL NO. 45 TRAMO LEON-SILAO KM 153+200 COL. GRANJA FEVA,Espectacular ,12,8,"-101.4556598,394",20.9656814,"$17,000",,"$2,976",ACT,,
,Guanajuato,SILAO,SIL-003-2,,CARR. FEDERAL NO. 45 SILAO-IRAPUATO FRENTE A TEQUILERA CORRALEJO,Espectacular ,12,8,"-101.3668935,789",20.8994714,"$17,000",,"$2,976",ACT,,
,Guanajuato,SILAO,SIL-001-2,,CARR. FEDERAL NO. 45 TRAMO LEON-SILAO KM 153+200 COL. GRANJA FEVA,Espectacular ,12,8,"-101.4556598,394",20.9656814,"$17,000",,"$2,976",ACT,,
,Guanajuato,SILAO,LEO-013-1,,CARR. LEON-SILAO  KM 159+400 PREDIO SAN ANTONIO TEXAS,Espectacular ,12,8,"-101.5044039,394",20.9971908,"$17,000",,"$2,976",ACT,,
,Guanajuato,SILAO,SIL-002-1,,CARR. FEDERAL NO. 45 TRAMO LEON-SILAO KM 153+500 PREDIO SAN ANTONIO TEXAS,Espectacular ,12,8,"-101.4577425,394",20.9665136,"$17,000",,"$2,976",ACT,,
,Guanajuato,SILAO,GTO-02-01B,,"SILAO - LEON 27B, COL. NUEVO MÉXICO, 36270 GTO.",Espectacular ,12,8,-101.4729077,20.9768328,"$17,000",,"$2,976",ACT,,
,Guanajuato,SILAO,GTO-02-02B,,"SILAO - LEON KM 5.5, COL. NUEVO MÉXICO, 36270 SILAO, GTO.",Espectacular ,12,8,-101.4633537,20.9707268,"$17,000",,"$2,976",ACT,,
,Guanajuato,SAN MIGUEL DE ALLENDE,GTO-05-01A,,"MÉXICO 51, LA LEJONA, 37897 CALDERA, GTO.",Espectacular ,12,8,-100.7877803,20.8633634,"$17,000",,"$2,976",ACT,,
,Guanajuato,SAN MIGUEL DE ALLENDE,GTO-05-02A,,"FRACCIONAMIENTO VIÑEDOS DE SAN MIGUEL, GUANAJUATO",Espectacular ,12,8,-100.8007456,20.78851774,"$17,000",,"$2,976",ACT,,
,Guanajuato,SAN MIGUEL DE ALLENDE,GTO-05-02B,,"FRACCIONAMIENTO VIÑEDOS DE SAN MIGUEL, GUANAJUATO",Espectacular ,12,8,-100.8007456,20.78851774,"$17,000",,"$2,976",ACT,,
,GUADALAJARA,JALISCO,,Natural,,Pantalla,,,-103.4496145,20.5867063,"$49,900",,,7 Impactos,,
,GUADALAJARA,JALISCO,,Cruzada,,Pantalla,,,-103.4496145,20.5867063,"$49,900",,,7 Impactos,,
,GUADALAJARA,JALISCO,,Natural,,Pantalla,,,-103.3749827,20.666907,"$29,900",,,7 Impactos,,
,Guadalajara,Guadalajara,OPEN-PV92-01.pdf,Natural,"CARR A TESISTAN 3956 VICENTE GUERRERO, ZAPOPAN",Unipolar,12,8,-103.441421,20.766095,"$35,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV92-02.pdf,Cruzada,"CARR A TESISTAN 3956 VICENTE GUERRERO, ZAPOPAN",Unipolar,12,8,-103.441421,20.766095,"$35,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV92-04.pdf,Cruzada,Calzada Independencia Nte. Casi esq. Justicia,Unipolar,12.9,7.2,-103.321505,20.71332,"$35,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-11UN.pdf,Natural,Carr. Chapala Km. 13 Parq. Montenegro,Unipolar,12.9,7.2,-103.306574,20.559821,"$26,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-11UC.pdf,Cruzada,Carr. Chapala Km. 13 Parq. Montenegro,Unipolar,12.9,7.2,-103.306574,20.559821,"$26,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-123UC.pdf,Cruzada,ANILLO PERIF. SUR ESQ. AV. COLÓN,Unipolar,12.9,7.2,-103.396173,20.601299,"$28,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-123UN.pdf,Natural,ANILLO PERIF. SUR ESQ. AV. COLÓN,Unipolar,12.9,7.2,-103.396173,20.601299,"$21,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-125EC.pdf,Cruzada,Av Rafael Sanzio Casi Esq. Av Guadalupe,Azotea,12.9,7.2,-103.431067,20.662955,"$40,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-125EN.pdf,Natural,Av Rafael Sanzio Casi Esq. Av Guadalupe,Azotea,12.9,7.2,-103.431067,20.662955,"$45,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-17UC.pdf,Natural,Calz. Lázaro Cárdenas Esq. Nodo Revolución U,Unipolar,12.9,7.2,-103.297339,20.628753,"$33,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-17UN.pdf,Natural,Calz. Lázaro Cárdenas Esq. Nodo Revolución U,Unipolar,12.9,7.2,-103.297339,20.628753,"$19,500.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-18UN.pdf,Natural,Av. Revolución casi esq. Calz. Olímpica,Unipolar,12.9,7.2,-103.314665,20.653984,"$30,500.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-18UC.pdf,Cruzada,Av. Revolución casi esq. Calz. Olímpica,Unipolar,12.9,7.2,-103.314665,20.653984,"$30,500.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-19UC.pdf,Cruzada,Calz. Independencia Nte. Esq. Fidel Velázquez,Unipolar,12.9,7.2,-103.32515,20.706603,"$40,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-19UN.pdf,Natural,Calz. Independencia Nte. Esq. Fidel Velázquez,Unipolar,12.9,7.2,-103.32515,20.706603,"$25,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-23UC.pdf,Cruzada,Av. Copérnico Esq. Av. Manuel J. Clouthier,Unipolar,12.9,7.2,-103.430508,20.639019,"$21,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-23UN.pdf,Natural,Av. Copérnico Esq. Av. Manuel J. Clouthier,Unipolar,12.9,7.2,-103.430508,20.639019,"$21,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-24EC.pdf,Cruzada,Av. Vallarta esq. Av. Patria,Azotea,12.9,7.2,-103.422457,20.678816,"$79,500.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-26UN.pdf,Natural,Av. Aviación Esq. Av. Vallarta,Unipolar,26.6,7.2,-103.460568,20.701392,"$50,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-26UC.pdf,Cruzada,Av. Aviación Esq. Av. Vallarta,Unipolar,26.6,7.2,-103.460568,20.701392,"$75,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-29UN.pdf,Natural,Av. Vallarta casi Esq. Av. Patria,Unipolar,12.9,7.2,-103.424929,20.679373,"$54,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-29UC.pdf,Cruzada,Av. Vallarta casi Esq. Av. Patria,Unipolar,12.9,7.2,-103.424929,20.679373,"$76,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-41UC.pdf,Cruzada,Av. Ávila Camacho esq. Av. Federalismo,Unipolar,12.9,7.2,-103.356244,20.699923,"$26,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-32EN.pdf,Natural,Av. De las Américas esq. Av. México,Azotea,13,8,-103.373349,20.678951,"$90,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-41UN.pdf,Natural,Av. Ávila Camacho esq. Av. Federalismo,Unipolar,12.9,7.2,-103.356244,20.699923,"$36,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-26.pdf,Natural,"Juan Gil Preciado, Valle Imperial",Azotea,12.9,7.2,-103.4502775,20.77267774,"$30,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-27.pdf,Cruzada,"Juan Gil Preciado, Valle Imperial",Azotea,12.9,7.2,-103.4502775,20.77267774,"$30,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-25.pdf,Cruzada,Prol. López Mateos esq. Santa Anita (Galerías Santa Anita),Unipolar,12,7,-103.465811,20.555233,"$24,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-43UN.pdf,Natural,"López Mateos Sur, Galerías Santa Anita",Unipolar,12.9,7.2,-103.46602,20.554891,"$28,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-43UC.pdf,Cruzada,"López Mateos Sur, Galerías Santa Anita",Unipolar,12.9,7.2,-103.46602,20.554891,"$36,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV40-01.pdf,Natural,PROLONGACIÓN ADOLFO LÓPEZ MATEOS NO. 1200,Unipolar,12,16,-103.4753573,20.53358814,"$40,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV40-03.pdf,Cruzada,Carretera a Nogales km 12.4,Unipolar,12,8,-103.4919862,20.72105731,"$40,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV40-04.pdf,Natural,Carretera a Nogales km 12.6,Unipolar,10,16,-103.4959509,20.7223383,"$40,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV40-05.pdf,Cruzada,Carretera a Nogales km 12.6,Unipolar,10,16,-103.4959509,20.7223383,"$40,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV40-06.pdf,Cruzada,Aviación 3500,Unipolar,12,8,-103.452919,20.726682,"$40,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-34MC.pdf,Cruzada,AV. DE LAS AMÉRICAS ESQ. AV. MÉXICO,Muro,17,6,-103.373811,20.678695,"$190,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-35MN.pdf,Natural,AV. GUADALUPE ESQ. CALZ. LÁZARO CÁRDENAS,Muro,16,9,-103.394267,20.666188,"$210,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-36MN.pdf,Natural,AV. DE LOS ARCOS ESQ. AV. NIÑOS HÉROES,Muro,27.5,6.2,-103.384183,20.667175,"$385,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-36MC.pdf,Cruzada,AV. DE LOS ARCOS ESQ. AV. NIÑOS HÉROES,Muro,22.9,6,-103.384183,20.667175,"$300,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-40MN.pdf,Natural,AV. RUBÉN DARÍO ESQ. FLORENCIA (PROVIDENCIA),Muro,12.4,6.5,-103.383789,20.695024,"$90,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-40MC.pdf,Cruzada,AV. RUBÉN DARÍO ESQ. FLORENCIA (PROVIDENCIA),Muro,12.4,6.5,-103.383789,20.695024,"$350,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-195MN.pdf,Natural,"AV. GUADALUPE, GLORIETA CHAPALITA",Muro,14.8,23.1,-103.403038,20.667164,"$590,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-200MN.pdf,Natural,"AV. NIÑOS HEROES, GLORIETA ARCOS",Muro,28.5,6,-103.384872,20.666902,"$460,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-203MC.pdf,Cruzada,AV. MÉXICO ESQ. AV. CHAPULTEPEC,Muro,9.1,27.2,-103.370841,20.679137,"$385,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-214MN.pdf,Natural,AV. CHAPULTEPEC,Muro,17,7,-103.368098,20.671118,"$300,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-MLA1.pdf,Cruzada,LÓPEZ MATEOS Y AMERICAS  (ZONA FINANCIERA),Muro,27.5,9,-103.373234,20.696648,"$375,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-02.pdf,Natural,AV. LOPEZ MATEOS ESQ. AV. DE LAS ROSAS,Muro,35,12.5,-103.39738,20.658981,"$460,000.00",,,Opent,,
,Guadalajara,Guadalajara,GDL-765MC.pdf,Natural,"AV. MEXICO 3225, GALERÍA DEL CALZADO",Muro,27.7,4.2,-103.394446,20.678839,"$350,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-05.pdf,Cruzada,AV. LÓPEZ MATEOS Y MANUEL ACUÑA,Muro,11,12.3,-103.381977,20.683015,"$380,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-06.pdf,Natural,"CALZ. LÁZARO CÁRDENAS, PUENTE MATUTE REMUS (SUR)",Muro,10.3,10.7,-103.394462,20.665618,"$220,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-07.pdf,Cruzada,"CALZ. LÁZARO CÁRDENAS, PUENTE MATUTE REMUS (PONIENTE)",Muro,20.8,6.1,-103.394462,20.665618,"$260,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-12.pdf,Cruzada,RUBEN DARIO CASI ESQ. AV. MEXICO,Muro,5,18,-103.3853764,20.68066802,"$320,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-13.pdf,Natural,AV. JOSE MA. VIGIL ESQ. AV. TERRANOVA,Muro,14.4,15,-103.3881304,20.6916382,"$360,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-15.pdf,Natural,AV. JUSTO SIERRA Y AV. AMÉRICAS,Muro,16,21,-103.375339,20.67784,"$360,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-16.pdf,Cruzada,AV. JUSTO SIERRA Y AV. AMÉRICAS,Muro,9.25,18.3,-103.375339,20.67784,"$200,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-17.pdf,Natural,CALZ. FEDERALISMO Y AV. LA PAZ,Muro,18.3,4.5,-103.35457,20.668956,"$260,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-20.pdf,Natural,AV. LÓPEZ MATEOS Y MANUEL ACUÑA,Muro,19,12,-103.381977,20.683015,"$290,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-22.pdf,Cruzada,AV. LÓPEZ MATEOS Y MANUEL ACUÑA,Takeover,30.8,10.1,-103.381977,20.683015,"$500,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-23.pdf,Cruzada,AV. LÓPEZ MATEOS Y MANUEL ACUÑA,Muro,19.8,10.1,-103.381977,20.683015,"$360,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-29.pdf,Cruzada,AV. LOPEZ MATEOS CASI ESQ. AV. NIÑOS HEORES,Muro,9,28,-103.3913532,20.66793871,"$525,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-30.pdf,Natural,AV. MEXICO ESQ. AV. TERRANOVA,Muro,9.9,21.9,-103.3874982,20.67938504,"$525,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-31.pdf,Cruzada,AV. RUBEN DARIO ESQ. AV. PABLO NERUDA A,Muro,6.9,23.4,-103.3834874,20.69627814,"$480,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-32.pdf,Cruzada,AV. RUBEN DARIO ESQ. AV. PABLO NERUDA B,Muro,5.7,21,-103.3832666,20.69652722, $-   ,,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-33.pdf,Cruzada,AV. CIRCUNVALACION ALVAREZ DEL CASTILLO Y AV. AMERICAS,Muro,47.2,4.7,-103.3713658,20.69774842,"$425,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-34.pdf,Cruzada,"AV. DE LAS AMERICAS, GLORIETA COLON",Muro,13.4,26,-103.372871,20.69284015,"$280,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-37.pdf,Cruzada,"LOPEZ COTILLA, CENTRO MAGNO-MINERVA",Muro,24,12,-103.3811771,20.67344538,"$385,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-38.pdf,Cruzada,"AV. VALLARTA, CENTRO MAGNO-MINERVA",Muro,11,22,-103.3808569,20.67419342,"$410,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-43.pdf,Natural,"AV. NIÑOS HÉROES, ENTRE ARCOS Y AGUSTIN YAÑEZ A",Muro,22.3,40,-103.38206,20.666363,"$320,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-44.pdf,Cruzada,"AV. NIÑOS HÉROES, ENTRE ARCOS Y AGUSTIN YAÑEZ B",Muro,22.3,40,-103.38178,20.666368,"$525,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-45.pdf,Natural,AV. AGUSTIN YÁÑEZ ESQ. AV. 8 DE JULIO,Muro,46.1,7.7,-103.356666,20.659234,"$320,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-46.pdf,Natural,"AV. PLAN DE SAN LUIS Y ANDRES TERAN, COUNTRY",Muro,14,18,-103.366326,20.696968,"$320,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-47.pdf,Cruzada,CALZ. FEDERALISMO ESQ. NIÑOS HÉROES A,Muro,18,10.7,-103.356132,20.665504,"$320,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-48.pdf,Natural,CALZ. FEDERALISMO ESQ. NIÑOS HÉROES B,Muro,16.5,10.7,-103.356132,20.665504,"$320,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-49.pdf,Natural,"AV. REVOLUCIÓN Y CALZ. INDEPENDENCIA, CENTRO",Muro,18.5,18.5,-103.345344,20.67092,"$525,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-35.pdf,Natural,"CALZ. INDEPENDENCIA, ZONA CENTRO",Azotea,12.9,7.2,-103.3337875,20.69048057,"$52,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-36.pdf,Cruzada,PERIFERICO PONIENTE ESQ. ACUEDUCTO (ANDARES),Unipolar,12,7.2,-103.417475,20.725504,"$70,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV18-09.pdf,Natural,"AV. AMÉRICAS, ESQ. MANUEL ACUÑA",Azotea,12,6,-103.37312,20.68417,"$70,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV00-42.pdf,Natural,PERIFERICO Y MARIANO OTERO,Unipolar,12,7,-103.4382964,20.63522818,"$62,000.00",,,Opent,,
,Guadalajara,Guadalajara,OPEN-PV38-260.pdf,Natural,"CARR. A CHAPALA KM12, RETORNO AEROPUERTO",Puente,16,4,-103.2907,20.52529,"$70,000.00",,,Opent,,
,Querétaro,Querétaro,ABUELITA V1,Digital,CONSTITUYENTES 94 B,PANTALLA,10.55,7.16,-100.375725,20.586849,,,,ADCITY,,
,Querétaro,Querétaro,ALBERCAS V1,Digital,BERNARDO QUINTANA S/N,PANTALLA,11,7,-100.392598,20.616653,,,,ADCITY,,
,Querétaro,Querétaro,ALDA V2,Digital,BLVD. BERNARDO QUINTANA #5260-1C VISTA CRUZADA,PANTALLA,11,7,-100.377661,20.606324,,,,ADCITY,,
,Querétaro,Querétaro,BQ V2,Digital,BERNARDO QUINTANA 548,PANTALLA,11,7,-100.387103,20.61545,,,,ADCITY,,
,Querétaro,Querétaro,CANACINTRA V1,Digital,AVE. 5 DE FEBRERO NO. 308,PANTALLA,11,7,-100.430723,20.6449,,,,ADCITY,,
,Querétaro,Querétaro,CIRCUITOS SMART,Digital,PLAZA QUERETARO,PANTALLA SMALL,1.8,1. 92,,,,,,ADCITY,,
,Querétaro,Querétaro,ESTRELLA BLANCA V1,Digital,AV. 5 DE FEBRERO 100,PANTALLA,11,7,-100.40235,20.578467,,,,ADCITY,,
,Querétaro,Querétaro,OXXO CAMPESTRE V1,Digital,AV. CONSTITUYENTES ESQ. HACIENDA BUENAVISTA NO. 100,PANTALLA,11,7,-100.407849,20.570537,,,,ADCITY,,
,Querétaro,Querétaro,PANTALLA BARBACOA V1,Digital,CONSTITUYENTES 1003,PANTALLA,10.55,7.2,-100.41314,20.563909,,,,ADCITY,,
,Querétaro,Querétaro,PANTALLA MUELLES ROJAS,Digital,AVE. 5 DE FEBRERO No. 1205,PANTALLA,10.55,7.2,-100.417989,20.605409,,,,ADCITY,,
,Querétaro,Querétaro,PANTALLA PRIMAZO V1,Digital,FRAY JUNIPERO SERRA No. 0,PANTALLA,12,8,-100.344323,20.64408,,,,ADCITY,,
,Querétaro,Querétaro,PANTALLA VICTOR FRANKLIN V1,Digital,ANILLO VIAL II FRAY JUNIPERO SERRA NO. 7001,PANTALLA,11.2,7.2,-100.348498,20.637435,,,,ADCITY,,
,Querétaro,Querétaro,SM Plaza Esfera Cinepolis Terraza,Digital,CARRETERA CELAYA-QRO 5501,PANTALLA SMALL,1,1,-100.407773,20.576058,,,,ADCITY,,
,Querétaro,Querétaro,SM Plaza Esfera Cinepolis VIP,Digital,CARRETERA CELAYA-QRO 5501,PANTALLA SMALL,1,1,-100.407773,20.576058,,,,ADCITY,,
,Querétaro,Querétaro,SM Plaza Esfera Suburbia,Digital,ESFERA SUBURBIA,PANTALLA SMALL,1.24,0.73,-100.407773,20.576058,,,,ADCITY,,
,Querétaro,Querétaro,SM Plaza Esfera Suburbia Escaleras,Digital,CARRETERA CELAYA-QRO 5501,PANTALLA SMALL,1,1,-100.407773,20.576058,,,,ADCITY,,
,Querétaro,Querétaro,SM Plaza Esfera Walmart,Digital,WALMART PLAZA DE TOROS,PANTALLA SMALL,1.24,0.73,-100.409305,20.574144,,,,ADCITY,,
,Querétaro,Querétaro,SM Q7001 Elevador,Digital,Q7001 ESCALERAS,PANTALLA SMALL,1.24,0.73,-100.359352,20.573431,,,,ADCITY,,
,Querétaro,Querétaro,SM Q7001 Escaleras,Digital,Blvd. Bernardo Quintana 7001,PANTALLA SMALL,1,1,-100.359352,20.573431,,,,ADCITY,,
,Querétaro,Querétaro,SM Tiara Juriquilla,Digital,TIARA JURIQUILLA,PANTALLA JUM,1.44,0.81,-100.442447,20.705516,,,,ADCITY,,
,Querétaro,Querétaro,SM Ubika Refugio La Comer,Digital,Anillo vial Fray Junipero Serra,PANTALLA JUM,1,1,-100.345239,20.642227,,,,ADCITY,,
,Querétaro,Querétaro,SM Urban Center Jurica,Digital,UC JURICA,PANTALLA SMALL,1.24,0.73,-100.432386,20.648762,,,,ADCITY,,
,Querétaro,Querétaro,SM Urban Center Juriquilla,Digital,UC JURIQUILLA,PANTALLA SMALL,1.24,0.73,-100.444134,20.705954,,,,ADCITY,,
,Querétaro,Querétaro,SRA CONCEPCION V1,Digital,PANAMERICANA 226,PANTALLA,11,7,-100.393933,20.576028,,,,ADCITY,,
,Querétaro,Querétaro,TILICO V2,Digital,AV. 5 DE FEBRERO #707-A VISTA CRUZADA,PANTALLA,11,7,-100.413074,20.587821,,,,ADCITY,,
,Querétaro,La Piedad,ARACELY V1,,CARRETERA ESTATAL 210 LA PIEDAD,Espectacular,12,8,-100.255022,20.579728,,,,ADCITY,,
,Querétaro,La Piedad,ARACELY V2,,CARRETERA ESTATAL 210 LA PIEDAD,Espectacular,12,8,-100.255022,20.579728,,,,ADCITY,,
,Querétaro,La Pradera,GARRIDO VU,,AV UNIVERSIDAD 1 No. 1 LA PRADERA,Espectacular,12 x 6,,-100.331727,20.662684,,,,ADCITY,,
